Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses,,
Polygonaceae,Rumex,obtusifolius,"Round-Leaved Dock, Bitter dock",medium,"[4, 5, 6, 7, 8]",1,1-3 feet (30-90 cm),PERENNIAL,"Broad, ovate, dark green, up to 12 inches (30 cm) long",June to October,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerates poor soil conditions, and can withstand occasional flooding","Waste ground, hedgerows and field margins[17]. A common weed of cultivated land on acid or calcareous soils[12].","Western Europe, including Britain, from Scandanavia south and east to Spain, Germany and Hungary.",(1 of 5),(2 of 5),(3 of 5),,
Polygonaceae,Rumex,patientia,Herb Patience,medium,"[3, 4, 5, 6, 7, 8, 9]",1.5,0.5,PERENNIAL,"Broad, lanceolate, and green with a slightly wavy margin",June to July,August,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Drought-tolerant, tolerant of poor soil conditions",Waste land in Britain[17].,Europe. Naturalized in a few places in Britain[17].,(3 of 5),(1 of 5),(1 of 5),,
Polygonaceae,Rumex,scutatus,"Buckler-Leaved Sorrel, French sorrel",medium,"[5, 6, 7, 8, 9]",0.6,0.6,PERENNIAL,"Arrow-shaped, glossy green, with a smooth margin",June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', ' moist soil']",['drought'],"Old walls and mountain pastures[17, 244].",Europe. Occasionally naturalized in Britain[17].,(4 of 5),(1 of 5),(2 of 5),,
Polygonaceae,Rumex,venosus,"Sour Greens, Veiny dock",medium,"[4, 5, 6, 7, 8]",0.5,1-2 feet,PERENNIAL,"Lanceolate, dark green with prominent veins",July to August.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerates poor soil conditions",Sandy soils[43].,North-western N. America - Wisconsin to Montana.,(1 of 5),(2 of 5),(1 of 5),,
Portulacaceae,Portulaca,oleracea,"Green Purslane, Little hogweed",fast,[],0.3,0.3,ANNUAL,"Succulent, oval-shaped, up to 4 cm long, glossy green",June to September,July to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, salt-tolerant, poor soil conditions","Fields, waste ground, roadside verges, cultivated ground and by the sea[7].",S. Europe. A not infrequent casual in Britain.,(4 of 5),(3 of 5),(2 of 5),,
Tamaricaceae,Tamarix,aphylla,Athel Tamarisk,medium,[],10,10-15 feet,deciduous,"Scale-like, 1-2 mm long, green to gray-green",July.,N/A (Athel Tamarisk does not produce edible fruit),hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline",[' well-drained soil'],['maritime exposure'],Wadis in hot desert areas in salty and non-salty habitats.,W. Asia to N.E. Africa.,(1 of 5),(1 of 5),(3 of 5),,
Tamaricaceae,Tamarix,gallica,"Manna Plant, French tamarisk",medium,"[4, 5, 6, 7, 8]",4,6,deciduous,"Narrow, scale-like, green to gray-green",June to August.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline",[' well-drained soil'],['maritime exposure'],"Damp ground near the coast[17, 100].",W. Europe - France. Naturalized in Britain[17].,(1 of 5),(2 of 5),(3 of 5),,
Tamaricaceae,Tamarix,ramosissima,"Tamarisk, Saltcedar",medium,"[2, 3, 4, 5, 6, 7, 8, 9]",4.5,3,deciduous,"Scale-like, small, and needle-like, arranged in clusters",August to September.,Seeds mature in late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline",[' well-drained soil'],['maritime exposure'],Saline soils[11].,E. Asia - S. Russia to China.,(1 of 5),(0 of 5),(3 of 5),,
Apiaceae or Umbelliferae,Levisticum,officinale,"Lovage, Garden lovage",medium,"[5, 6, 7, 8, 9]",1.8,1,PERENNIAL,March to November,July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Drought-tolerant, Frost-tolerant","Arable land and waste places[9] in damp soils[7, 14]. Mountain pastures and hedgerows near streams[244].",Europe. Occasionally naturalized in Britain.,(3 of 5),(3 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Ligusticum,porteri,Porter's Licorice Root,medium,"[5, 6, 7, 8, 9]",0.9,0.6,PERENNIAL,"Pinnate, dark green, and glossy","Small, white to yellowish umbels",Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, prefers well-drained soils","Moist fertile ground, almost to the timberline, 2000 - 3500 metres in Texas[155]. Upland meadows and ravines[238].",South-western N. America.,(1 of 5),(3 of 5),(0 of 5),,
Apiaceae or Umbelliferae,Ligusticum,scoticum,"Scottish Lovage, Scottish licorice-root, Hulten's licorice-root",medium,"[4, 5, 6, 7, 8]",0.6,1-2 feet (30-60 cm),PERENNIAL,"Pinnate, dark green, and glossy with a strong aromatic scent",July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],Rocky coasts in northern Britain[17].,"Northwestern Europe, including Britain, from Denmark to Norway.",(3 of 5),(2 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Meum,athamanticum,Spignel,medium,"[6, 7, 8, 9]",0.5,0.2,PERENNIAL,"Pinnate, feathery, and aromatic",June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, prefers well-drained soil","Grassy places in mountainous districts[17], usually on limestone soils[200].","Europe, including Britain, from Norway south and east to Spain, Germany and the Balkans.",(2 of 5),(1 of 5),(0 of 5),,
Apiaceae or Umbelliferae,Opopanax,chironium,Opopanax,medium,"[5, 6, 7, 8, 9]",1.8,1-2 feet,PERENNIAL,October to August,June to July,August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerates poor soil conditions","Stony ground, olive groves, vineyards etc[45].",S. Europe.,(0 of 5),(1 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Anethum,graveolens,Dill,medium,[],0.8,0.2,ANNUAL,May to November,April to July,July to August,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, Poor soil tolerance","Fields, waste places etc in the Mediterranean[100].",W. Asia. Naturalized in Europe in the Mediterranean[100].,(4 of 5),(3 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Apium,graveolens,"Wild Celery. Ajmod, Ajwain-ka-patta (Indian)",medium,"[5, 6, 7, 8, 9]",0.6,0.3,BIENNIAL,"Pinnate, dark green, aromatic",June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline",[],"Drought-tolerant, tolerates poor soil conditions","Ditches, by rivers and in other damp locations, especially near the sea in salt marshes[9, 17, 100].","Central and southern Europe, including Britain, to temperate areas of Africa and Asia.",(3 of 5),(3 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Foeniculum,vulgare,"Fennel, Sweet fennel",medium,"[5, 6, 7, 8, 9]",to,1,evergreen,"Feathery, finely divided, and aromatic",August to October,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"Found most often in dry stony calcareous soils near the sea[1, 16, 190].",S. Europe. Naturalized in Britain.,(5 of 5),(3 of 5),(4 of 5),,
Apiaceae or Umbelliferae,Aegopodium,podagraria,"Ground Elder, Bishop's goutweed, Goutweed, Ground Elder, Bishop's Weed",fast,"[4, 5, 6, 7, 8, 9]",0.6,1,PERENNIAL,"Compound, broadly ovate, with serrated edges",May to July.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Shade, drought, poor soil conditions",Hedgerows and cultivated land[17]. A common garden weed[17].,"Most of Europe, including Britain, to western Asia and Siberia.",(3 of 5),(2 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Carum,carvi,Caraway,medium,"[3, 4, 5, 6, 7, 8, 9]",0.6,0.3,BIENNIAL,"Feathery, finely divided, and aromatic",June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, prefers well-drained soil","Moist meadows, arable land and waste places from lowland to mountain elevations[9, 165, 244].",Europe. Rarely naturalized in Britain. Perhaps native in S.E. England[17].,(4 of 5),(3 of 5),(3 of 5),,
Apiaceae or Umbelliferae,Coriandrum,sativum,"Coriander - Dhania - Cilantro, Coriander",medium,"[3, 4, 5, 6, 7, 8, 9, 10, 11]",0.5,0.3,ANNUAL,"Lacy, green, and feathery",June to July,August to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, heat-tolerant","Waste places and arable land, often by the sides of rivers[4, 9].",S. Europe. Naturalized in Britain[17].,(4 of 5),(4 of 5),(4 of 5),,
Apiaceae or Umbelliferae,Cryptotaenia,japonica,"Mitsuba, Japanese honewort",medium,"[4, 5, 6, 7, 8]",to,0.6,evergreen,"Tri-foliate, serrated, dark green",July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Shade, moist soil, drought (once established)","Woodland in hills and mountains[52, 58].","E. Asia - China, Japan.",(4 of 5),(1 of 5),(0 of 5),,
Apiaceae or Umbelliferae,Oenanthe,javanica,"Water Dropwort, Java waterdropwort, Stolon waterdropwort",medium,"[8, 9, 10]",1,18-24 inches,PERENNIAL,"Pinnately divided, lanceolate, bright green",June to August,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' wet soil'],"Wet soil, partial shade, drought (once established)","Ditches, ponds and wet places in lowland areas all over Japan[58]. Marshlands, lakeshores, muddy stream banks and shallow water at elevations of 600 - 3000 metres in most parts of China[266].","E. Asia - China, Japan, Korea to Australia.",(3 of 5),(2 of 5),(3 of 5),,
Apiaceae or Umbelliferae,Sium,sisarum,"Skirret, Suikerwortel (Netherlands), Crummock (Scotland),  Zuckewurzel (Germany)",medium,"[4, 5, 6, 7, 8, 9]",1,0.4,PERENNIAL,March to November,July,September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],"Wet soil, partial shade, frost tolerant",Not known in a truly wild situation but found as an escape from cultivation in damp places[50].,"Original habitat is obscure, possibly in E. Europe or Asia.",(4 of 5),(0 of 5),(0 of 5),,
Apiaceae or Umbelliferae,Pimpinella,anisum,"Aniseed (Saunf - Hindi), Anise burnet saxifrage",medium,"[5, 6, 7, 8, 9]",0.5,0.2,ANNUAL,May to October,July,August to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, Poor soil",Not known in a truly wild situation.,S. Europe - Greece.,(4 of 5),(3 of 5),(3 of 5),,
Apiaceae or Umbelliferae,Pimpinella,saxifraga,"Greater Burnet Saxifrage, Hollowstem burnet saxifrage",medium,"[4, 5, 6, 7, 8]",0.8,0.3,PERENNIAL,"Pinnate, deeply lobed, dark green",June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Drought-tolerant, shade-tolerant","Hedge banks, woodland edges and other grassy places[9].","Europe, including Britain, from Scandanavia south and east to Portugal, the Balkans and Caucasus.",(1 of 5),(2 of 5),(0 of 5),,
Apiaceae or Umbelliferae,Bunium,bulbocastanum,"Pig Nut, Earth-nut",medium,"[4, 5, 6, 7, 8]",0.6,0.3,PERENNIAL,"Pinnate, with narrow leaflets",June to July,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions",Rough grassland and banks on chalk[17].,"Western and Southern Europe, including Britain, from the Netherlands to Italy.",(4 of 5),(1 of 5),(0 of 5),,
Apiaceae or Umbelliferae,Crithmum,maritimum,Rock Samphire,medium,"[5, 6, 7, 8, 9]",0.3,0.3,PERENNIAL,"Fleshy, succulent, and green, with a linear to lanceolate shape",June to August,August to October,hermaphrodite,['light'],"mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline",[' well-drained soil'],['maritime exposure'],"On cliffs and rocks, or more rarely on shingle or sand, by the sea[17].","Coastal regions of Europe, including Britain, to the Mediterranean and Black Sea.",(2 of 5),(2 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Eryngium,campestre,Field Eryngo,medium,"[5, 6, 7, 8, 9]",0.6,0.5,PERENNIAL,"Basal, spiny, and deeply lobed",July to August.,Late summer to early fall,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],Dry grassy areas near the coast[17]. A rare plant in Britain.,"Central and southern Europe, including Britain, from N. Germany to N. Africa and Afghanistan.",(2 of 5),(2 of 5),(0 of 5),,
Apiaceae or Umbelliferae,Eryngium,maritimum,"Sea Holly, Seaside eryngo",medium,"[4, 5, 6, 7, 8]",to,0.4,evergreen,"Spiny, leathery, and deeply lobed",July to October.,Late summer to early fall,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","Sea shores, preferring sand and shingle whilst avoiding acid soils[17].","European coasts, including Britain, from Scandanavia to the Mediterraneanand Baltic, and Black Sea",(3 of 5),(3 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Cuminum,cyminum,Cumin - Jeera,fast,[],0.3,0.2,ANNUAL,May to October,June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],Not known in a truly wild condition.,Europe to N. Africa and S.W.Asia? Original habitat is obscure.,(4 of 5),(3 of 5),(2 of 5),,
Apiaceae or Umbelliferae,Daucus,carota,"Wild Carrot, Queen anne's lace, Carrot, Wild Carrot, Queen Anne's Lace",medium,"[4, 5, 6, 7, 8]",0.6,0.3,BIENNIAL,"Pinnately dissected, feathery, and lacy with a bright green color.",June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],"Cultivated and waste land, amongst grass, especially by the sea and on chalk[4, 17].","Europe, including Britain, from Scandanavia south and east to N. Africa, China and eastern India.",(2 of 5),(3 of 5),(4 of 5),,
Apiaceae or Umbelliferae,Daucus,pusillus,"Rattlesnake Weed, American wild carrot",medium,"[4, 5, 6, 7, 8]",0.6,0.3,BIENNIAL,"Finely dissected, feathery, and green","Small, white to pale pink, arranged in umbels",August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",['maritime exposure'],"Barrens, plains and dry hills[43]. Streambanks, roadsides and waste areas in Texas[274].",Western N. America.,(2 of 5),(2 of 5),(0 of 5),,
